Idx	Dataset	StartIdx	EndIdx	NumPts	X	Y	Z
61	2014-12-16-18-44-24	1418755682610563	1418755688494898	41494	69.550862	862.710595	-0.665428
62	2014-12-16-18-44-24	1418755683598473	1418755689542920	40918	68.626567	872.835172	-0.756779
63	2014-12-16-18-44-24	1418755684584306	1418755690671626	38402	67.778172	883.459775	-0.955691
64	2014-12-16-18-44-24	1418755685549537	1418755691921508	39750	66.529670	894.658293	-1.063089
65	2014-12-16-18-44-24	1418755686516554	1418755693475927	42102	65.251750	905.707489	-1.085594
66	2014-12-16-18-44-24	1418755687506003	1418755696073483	40819	63.820824	918.514846	-1.079769
67	2014-12-16-18-44-24	1418755688535195	1418755704363041	41997	61.821472	935.574583	-0.998372
68	2014-12-16-18-44-24	1418755689583171	1418755706417555	49106	61.160893	940.499437	-0.981037
69	2014-12-16-18-44-24	1418755690712087	1418755708309682	52612	60.310358	945.029247	-0.965988
70	2014-12-16-18-44-24	1418755691982155	1418755710238732	51684	59.505474	950.092994	-0.980406
71	2014-12-16-18-44-24	1418755693536494	1418755712604875	50439	59.016078	956.402086	-0.981053
72	2014-12-16-18-44-24	1418755696254695	1418755727370476	64291	73.979585	959.554236	-0.981006
73	2014-12-16-18-44-24	1418755704403358	1418755726545956	56039	77.870525	966.621081	-1.004034
74	2014-12-16-18-44-24	1418755706477933	1418755725680417	48608	78.643272	969.866445	-1.009174
75	2014-12-16-18-44-24	1418755708349935	1418755724714449	45157	79.437582	972.930243	-1.002835
76	2014-12-16-18-44-24	1418755710298932	1418755723750646	43175	81.306577	975.072811	-0.950884
77	2014-12-16-18-44-24	1418755712404343	1418755723209592	40176	85.202042	974.456633	-0.926373
78	2014-12-16-18-44-24	1418755714307979	1418755723670523	42559	89.755246	969.235681	-0.892126
79	2014-12-16-18-44-24	1418755716068960	1418755724513320	41501	93.940096	961.576106	-0.925065
80	2014-12-16-18-44-24	1418755717754597	1418755725539667	42752	97.243696	952.745830	-0.880903
81	2014-12-16-18-44-24	1418755719257618	1418755726666562	43167	100.346174	943.624472	-0.920279
82	2014-12-16-18-44-24	1418755720641476	1418755727812264	42313	104.082178	934.109402	-1.022799
83	2014-12-16-18-44-24	1418755721945930	1418755728936432	43183	108.194696	924.410750	-1.085873
84	2014-12-16-18-44-24	1418755723189528	1418755730041693	43821	112.648339	914.737702	-1.107239
85	2014-12-16-18-44-24	1418755724412796	1418755731167843	45888	117.418520	905.662013	-1.062330
86	2014-12-16-18-44-24	1418755725579879	1418755732255920	46848	122.382494	896.954453	-1.062027
87	2014-12-16-18-44-24	1418755726726875	1418755733345394	48468	127.630766	888.629515	-1.030097
88	2014-12-16-18-44-24	1418755727852411	1418755734432967	44669	133.006092	880.713941	-1.086315
89	2014-12-16-18-44-24	1418755728976607	1418755735499290	42075	138.758738	872.609677	-1.204419
90	2014-12-16-18-44-24	1418755730081899	1418755736544982	40186	145.138843	864.411436	-1.265109
91	2014-12-16-18-44-24	1418755731187990	1418755737608441	39779	151.479233	856.533916	-1.363304
92	2014-12-16-18-44-24	1418755732276071	1418755738652975	36766	158.066613	848.487624	-1.403934
93	2014-12-16-18-44-24	1418755733365547	1418755739716182	37260	164.696249	840.330985	-1.470342
94	2014-12-16-18-44-24	1418755734453108	1418755740780016	38708	171.178007	832.479094	-1.444111
95	2014-12-16-18-44-24	1418755735519384	1418755741822318	39924	177.632740	824.994867	-1.389802
96	2014-12-16-18-44-24	1418755736585167	1418755742905493	39796	184.586800	816.954427	-1.387349
97	2014-12-16-18-44-24	1418755737648566	1418755744010095	44043	191.517655	809.184449	-1.338399
98	2014-12-16-18-44-24	1418755738713034	1418755745154415	45955	198.714216	801.575168	-1.322069
99	2014-12-16-18-44-24	1418755739776344	1418755746320408	46537	205.859564	794.655157	-1.327406
100	2014-12-16-18-44-24	1418755740840198	1418755747527442	46651	213.094405	788.134964	-1.391663
101	2014-12-16-18-44-24	1418755741902561	1418755748913307	45723	220.812912	781.405254	-1.466722
102	2014-12-16-18-44-24	1418755742985777	1418755750477706	43788	228.957231	774.721285	-1.563863
103	2014-12-16-18-44-24	1418755744090389	1418755752386062	39135	237.808157	766.952762	-1.448343
104	2014-12-16-18-44-24	1418755745214715	1418755755299177	40682	247.511748	758.533558	-1.552177
105	2014-12-16-18-44-24	1418755746360628	1418755764102357	46411	260.032139	747.724447	-1.785354
106	2014-12-16-18-44-24	1418755747587815	1418755766192327	53671	263.630400	744.129076	-1.829124
107	2014-12-16-18-44-24	1418755748973478	1418755767879078	58519	266.823538	740.459441	-1.859200
108	2014-12-16-18-44-24	1418755750557926	1418755769387842	57945	269.639003	736.549412	-1.875250
109	2014-12-16-18-44-24	1418755752486676	1418755770794816	56804	272.421235	732.339817	-2.004655
110	2014-12-16-18-44-24	1418755755459654	1418755772140650	53792	275.489293	726.925503	-2.072674
111	2014-12-16-18-44-24	1418755764162669	1418755773447168	51426	283.584888	709.360463	-2.166475
112	2014-12-16-18-44-24	1418755766132082	1418755774776851	48080	287.414792	698.880826	-2.197458
113	2014-12-16-18-44-24	1418755767738481	1418755776086355	47204	290.569516	688.988014	-2.209466
114	2014-12-16-18-44-24	1418755769226616	1418755777394034	47781	293.560073	679.166018	-2.273570
115	2014-12-16-18-44-24	1418755770674419	1418755778660492	48784	296.331184	670.074825	-2.334357
116	2014-12-16-18-44-24	1418755772080314	1418755779947251	47385	299.061234	660.383260	-2.388148
117	2014-12-16-18-44-24	1418755773467279	1418755781174320	44443	302.064938	650.584475	-2.424109
118	2014-12-16-18-44-24	1418755774817203	1418755782442314	44115	304.932533	640.753321	-2.517599
119	2014-12-16-18-44-24	1418755776126654	1418755783688986	41396	307.946146	631.066980	-2.623277
120	2014-12-16-18-44-24	1418755777434217	1418755785075739	38596	311.319213	621.009968	-2.758622
121	2014-12-16-18-44-24	1418755778720765	1418755786584157	39551	314.875168	610.777186	-2.765076
122	2014-12-16-18-44-24	1418755780007594	1418755788151996	37997	318.417123	600.768142	-2.811113
123	2014-12-16-18-44-24	1418755781234621	1418755789756813	37496	322.027469	591.353157	-2.887460
124	2014-12-16-18-44-24	1418755782502669	1418755791279442	38224	325.805742	581.936560	-2.832458
125	2014-12-16-18-44-24	1418755783749247	1418755792805174	42699	329.460293	572.815443	-2.756853
126	2014-12-16-18-44-24	1418755785135986	1418755794570062	45811	333.312599	563.306881	-2.708326
127	2014-12-16-18-44-24	1418755786644486	1418755796658448	47930	337.686689	552.975876	-2.685315
128	2014-12-16-18-44-24	1418755788212260	1418755800171673	53385	344.246711	541.863496	-2.579045
129	2014-12-16-18-44-24	1418755789816943	1418755803324637	64804	352.581011	536.679716	-2.603355
130	2014-12-16-18-44-24	1418755791339649	1418755804528022	62126	357.843074	534.262660	-2.669997
131	2014-12-16-18-44-24	1418755792865342	1418755805330569	58054	362.792872	532.703361	-2.753593
132	2014-12-16-18-44-24	1418755794630291	1418755805791967	47402	367.726379	531.821500	-2.778526
133	2014-12-16-18-44-24	1418755796718653	1418755806053341	42955	373.669276	532.191734	-2.841680
134	2014-12-16-18-44-24	1418755799086595	1418755806837217	39846	383.961479	535.721005	-3.063552
135	2014-12-16-18-44-24	1418755800794721	1418755808002222	38918	394.260829	540.097313	-3.164961
136	2014-12-16-18-44-24	1418755802180974	1418755809170792	39534	404.704429	544.235728	-3.227629
137	2014-12-16-18-44-24	1418755803384759	1418755810339009	37979	414.393644	548.084892	-3.286948
138	2014-12-16-18-44-24	1418755804568196	1418755811527200	39087	423.800828	551.815128	-3.315576
139	2014-12-16-18-44-24	1418755805751783	1418755812753310	38196	433.262202	555.606946	-3.350706
140	2014-12-16-18-44-24	1418755806897430	1418755814000643	37653	442.371886	559.332937	-3.388921
141	2014-12-16-18-44-24	1418755808062650	1418755815250450	34404	451.382306	562.904429	-3.517968
142	2014-12-16-18-44-24	1418755809231239	1418755816496694	34991	461.343961	566.989112	-3.545039
143	2014-12-16-18-44-24	1418755810399396	1418755817742603	35740	470.500507	570.974874	-3.627355
144	2014-12-16-18-44-24	1418755811587532	1418755818949802	35561	479.517191	575.122292	-3.679657
145	2014-12-16-18-44-24	1418755812813595	1418755820155901	37312	489.054350	579.927387	-3.629827
146	2014-12-16-18-44-24	1418755814061180	1418755821321243	41320	498.080082	585.000468	-3.563782
147	2014-12-16-18-44-24	1418755815310773	1418755822528164	42298	506.413903	590.036262	-3.454951
148	2014-12-16-18-44-24	1418755816536866	1418755823774680	42760	515.441371	595.711211	-3.421435
149	2014-12-16-18-44-24	1418755817762715	1418755825060956	46846	523.908586	601.084592	-3.329202
150	2014-12-16-18-44-24	1418755818969928	1418755826510048	47225	532.315780	606.270277	-3.235426
151	2014-12-16-18-44-24	1418755820155901	1418755828318706	46764	541.595984	611.719232	-3.280153
152	2014-12-16-18-44-24	1418755821341367	1418755831513898	44887	553.056030	618.775274	-3.356995
153	2014-12-16-18-44-24	1418755822548249	1418755834349377	47315	561.869874	624.026119	-3.385665
154	2014-12-16-18-44-24	1418755823794734	1418755839108121	59085	573.474288	623.125246	-3.693883
155	2014-12-16-18-44-24	1418755825101198	1418755841015422	59419	579.642589	620.694392	-3.858430
156	2014-12-16-18-44-24	1418755826550223	1418755841837997	57036	583.694205	619.292218	-3.997853
157	2014-12-16-18-44-24	1418755828378953	1418755842359605	48028	587.271144	617.530712	-4.096997
158	2014-12-16-18-44-24	1418755831634813	1418755842620364	42564	592.380722	613.389470	-4.269127
159	2014-12-16-18-44-24	1418755834229089	1418755843122331	41839	597.430651	605.895655	-4.565897
160	2014-12-16-18-44-24	1418755835893759	1418755844327336	41765	602.154229	598.022885	-4.754762
161	2014-12-16-18-44-24	1418755837540125	1418755845530123	40011	607.528624	589.360437	-5.038841
162	2014-12-16-18-44-24	1418755839168417	1418755846712763	40238	613.061498	580.004139	-5.254299
163	2014-12-16-18-44-24	1418755840634261	1418755847874258	39840	618.684024	569.968373	-5.357447
164	2014-12-16-18-44-24	1418755841938373	1418755849078022	41839	623.512469	560.121358	-5.335340
165	2014-12-16-18-44-24	1418755843162524	1418755850281808	44167	627.621078	550.848041	-5.308986
166	2014-12-16-18-44-24	1418755844367437	1418755851504757	46666	631.241908	541.639371	-5.254494
167	2014-12-16-18-44-24	1418755845570216	1418755852731141	48082	634.415819	532.520290	-5.173912
168	2014-12-16-18-44-24	1418755846752831	1418755853976851	46215	637.311797	523.473484	-5.126467
169	2014-12-16-18-44-24	1418755847914351	1418755855241747	44119	640.142220	513.961547	-5.171105
170	2014-12-16-18-44-24	1418755849098099	1418755856528063	42452	643.173440	503.658048	-5.113004
171	2014-12-16-18-44-24	1418755850301848	1418755857814727	41853	645.800997	493.798543	-5.049049
172	2014-12-16-18-44-24	1418755851524846	1418755859101224	42635	648.134066	483.784606	-4.935221
173	2014-12-16-18-44-24	1418755852771348	1418755860386536	42347	650.335475	473.836126	-4.784059
174	2014-12-16-18-44-24	1418755854037110	1418755861651639	43670	652.317749	464.318037	-4.599653
175	2014-12-16-18-44-24	1418755855301961	1418755862897754	44966	654.233722	454.791446	-4.466534
176	2014-12-16-18-44-24	1418755856588352	1418755864122383	46222	655.996808	444.598169	-4.378754
177	2014-12-16-18-44-24	1418755857874981	1418755865347683	46912	657.711397	434.840189	-4.298700
178	2014-12-16-18-44-24	1418755859161492	1418755866553569	44684	659.593808	425.334422	-4.213405
179	2014-12-16-18-44-24	1418755860426680	1418755867739291	43708	661.372349	415.741067	-4.203109
180	2014-12-16-18-44-24	1418755861691832	1418755868965627	44838	663.109691	405.499320	-4.132670
181	2014-12-16-18-44-24	1418755862937930	1418755870151351	43297	664.769574	395.599491	-3.964771
182	2014-12-16-18-44-24	1418755864162515	1418755871360576	39923	666.354170	385.700977	-3.823454
183	2014-12-16-18-44-24	1418755865367790	1418755872546887	38471	667.580847	375.179337	-3.580229
184	2014-12-16-18-44-24	1418755866573691	1418755873751975	42413	668.302091	364.926209	-3.350663
185	2014-12-16-18-44-24	1418755867779481	1418755874979560	43801	668.901726	354.597880	-3.091184
186	2014-12-16-18-44-24	1418755868985723	1418755876246862	41552	669.562291	344.063525	-2.890487
187	2014-12-16-18-44-24	1418755870191591	1418755877513034	44535	670.074457	333.942667	-2.781807
188	2014-12-16-18-44-24	1418755871400834	1418755878860716	46166	670.385768	324.553059	-2.708388
189	2014-12-16-18-44-24	1418755872587043	1418755880287674	45546	670.817123	314.543813	-2.750549
190	2014-12-16-18-44-24	1418755873792165	1418755881792474	45190	671.185514	304.173979	-2.795100
191	2014-12-16-18-44-24	1418755875039947	1418755883279737	43635	671.386089	294.064416	-2.864829
192	2014-12-16-18-44-24	1418755876287032	1418755884804794	42399	671.328330	283.942533	-2.963677
193	2014-12-16-18-44-24	1418755877553256	1418755886729973	38851	671.212093	272.675917	-3.060388
194	2014-12-16-18-44-24	1418755878900938	1418755892523741	37330	671.364331	256.256039	-3.103516
195	2014-12-16-18-44-24	1418755880327789	1418755897639503	51391	665.950499	247.335362	-3.028431
196	2014-12-16-18-44-24	1418755881812563	1418755899466746	51087	661.555456	243.592278	-3.014624
197	2014-12-16-18-44-24	1418755883279737	1418755900571916	48962	657.927870	241.143868	-2.990910
198	2014-12-16-18-44-24	1418755884804794	1418755901175220	44170	655.029742	239.358081	-2.962538
199	2014-12-16-18-44-24	1418755886750067	1418755901497096	38543	651.867154	238.014387	-2.924122
200	2014-12-16-18-44-24	1418755892563763	1418755901718378	33373	640.105173	237.605331	-2.835871
201	2014-12-16-18-44-24	1418755894767929	1418755902984304	33584	628.089668	238.398835	-2.849703
202	2014-12-16-18-44-24	1418755896293080	1418755904309803	33740	617.520684	238.878113	-2.819700
203	2014-12-16-18-44-24	1418755897679744	1418755905634977	33641	607.530627	239.233462	-2.810441
204	2014-12-16-18-44-24	1418755899045393	1418755906978973	32001	597.416691	239.569252	-2.782750
205	2014-12-16-18-44-24	1418755900391038	1418755908361687	33610	586.978747	239.741778	-2.752041
206	2014-12-16-18-44-24	1418755901718378	1418755909825341	33041	576.349945	239.682652	-2.745686
207	2014-12-16-18-44-24	1418755903044556	1418755911390882	32890	565.596742	239.374115	-2.701310
208	2014-12-16-18-44-24	1418755904370045	1418755913138125	32831	554.670758	238.847979	-2.621723
209	2014-12-16-18-44-24	1418755905695269	1418755914927295	32694	544.504568	238.193473	-2.520530
210	2014-12-16-18-44-24	1418755907039067	1418755916694005	33432	534.926932	237.271158	-2.464159
211	2014-12-16-18-44-24	1418755908441903	1418755918683150	33684	524.847077	236.099576	-2.432280
212	2014-12-16-18-44-24	1418755909885527	1418755920675351	34650	515.321625	234.635924	-2.391739
213	2014-12-16-18-44-24	1418755911451149	1418755922526097	34623	507.027068	232.512332	-2.292192
214	2014-12-16-18-44-24	1418755913178323	1418755924153443	33368	498.664654	229.659830	-2.222154
215	2014-12-16-18-44-24	1418755914987607	1418755925623695	35384	490.278050	225.472346	-2.015400
216	2014-12-16-18-44-24	1418755916734191	1418755926910488	39993	482.456520	220.642864	-1.764704
217	2014-12-16-18-44-24	1418755918723397	1418755928115520	43983	474.224314	214.597928	-1.483536
218	2014-12-16-18-44-24	1418755920715540	1418755929362804	42857	465.710757	207.524536	-1.193635
219	2014-12-16-18-44-24	1418755922385438	1418755930707611	45447	457.728469	201.242866	-1.028881
220	2014-12-16-18-44-24	1418755923891981	1418755932090693	45577	449.646069	195.151794	-0.863495
221	2014-12-16-18-44-24	1418755925321528	1418755933537973	44786	441.067496	189.492006	-0.844605
222	2014-12-16-18-44-24	1418755926709591	1418755935062423	42690	431.845313	183.845698	-0.886908
223	2014-12-16-18-44-24	1418755928055269	1418755936687298	43931	422.610385	178.517984	-0.925839
224	2014-12-16-18-44-24	1418755929382934	1418755938391789	46071	413.868313	173.824390	-0.983839
225	2014-12-16-18-44-24	1418755930727639	1418755940117489	43726	405.006956	169.677877	-1.060159
226	2014-12-16-18-44-24	1418755932110776	1418755941799727	42669	396.118760	165.936421	-1.158868
227	2014-12-16-18-44-24	1418755933558053	1418755943523262	39872	387.038956	162.627481	-1.208052
228	2014-12-16-18-44-24	1418755935102537	1418755945565273	37361	376.887806	159.473499	-1.293377
229	2014-12-16-18-44-24	1418755936747507	1418755948349812	36546	365.290465	156.302944	-1.338464
230	2014-12-16-18-44-24	1418755938431878	1418755977987433	72685	375.395498	165.947356	-0.725517
231	2014-12-16-18-44-24	1418755940117489	1418755975940668	70699	371.298228	164.755314	-0.692349
232	2014-12-16-18-44-24	1418755941779706	1418755973994853	68760	367.100315	163.755210	-0.671140
233	2014-12-16-18-44-24	1418755943523262	1418755972128334	62782	363.322816	163.021175	-0.661120
234	2014-12-16-18-44-24	1418755945605297	1418755970260615	55963	360.132346	162.689320	-0.612590
235	2014-12-16-18-44-24	1418755948469823	1418755968338955	47280	357.746032	163.241388	-0.552409
236	2014-12-16-18-44-24	1418755953259055	1418755966857937	43279	360.512594	165.442194	-0.413786
237	2014-12-16-18-44-24	1418755956645655	1418755968478881	44999	371.976417	167.639137	-0.333069
238	2014-12-16-18-44-24	1418755958829308	1418755970381088	45092	382.306056	169.564034	-0.283746
239	2014-12-16-18-44-24	1418755960811352	1418755972268839	46078	391.929170	171.680844	-0.322920
240	2014-12-16-18-44-24	1418755962713853	1418755974155169	47205	401.500937	174.156828	-0.293658
241	2014-12-16-18-44-24	1418755964637233	1418755976181334	48308	411.235523	177.190854	-0.316419
242	2014-12-16-18-44-24	1418755966557819	1418755978368622	43735	420.946454	180.911085	-0.399404
243	2014-12-16-18-44-24	1418755968498861	1418755981155702	43150	432.096790	185.908234	-0.417476
244	2014-12-16-18-44-24	1418755970421228	1418755986603312	43211	445.179516	193.418441	-0.332054
245	2014-12-16-18-44-24	1418755972288918	1418755990173743	42098	452.493927	197.966005	-0.348427
246	2014-12-16-18-44-24	1418755974175207	1418755993025236	43624	458.199040	202.360488	-0.447861
247	2014-12-16-18-44-24	1418755976161279	1418755996892494	44522	463.633631	209.332131	-0.418594
248	2014-12-16-18-44-24	1418755978308453	1418755999298017	44436	466.147298	215.309908	-0.367202
249	2014-12-16-18-44-24	1418755981035265	1418756000825560	39796	467.886526	221.294330	-0.364507
250	2014-12-16-18-44-24	1418755986443151	1418756001988941	41959	469.860501	231.158144	-0.456543
251	2014-12-16-18-44-24	1418755990113452	1418756002871565	42038	469.715576	240.235832	-0.422740
252	2014-12-16-18-44-24	1418755992985083	1418756003614204	42002	467.719855	248.204464	-0.282765
253	2014-12-16-18-44-24	1418755995508555	1418756004917566	42781	463.534201	258.419111	-0.289243
254	2014-12-16-18-44-24	1418755997393306	1418756006261427	41848	459.795465	267.915124	-0.419809
255	2014-12-16-18-44-24	1418755999077299	1418756007584164	40393	455.903604	277.748524	-0.464318
256	2014-12-16-18-44-24	1418756000624799	1418756008885876	42208	452.058184	287.479237	-0.542989
257	2014-12-16-18-44-24	1418756002129334	1418756010167974	44303	448.023700	297.432176	-0.630172
258	2014-12-16-18-44-24	1418756003574033	1418756011410343	45602	443.905288	306.885839	-0.767238
259	2014-12-16-18-44-24	1418756004957659	1418756012653692	44464	439.773459	316.179792	-0.937255
260	2014-12-16-18-44-24	1418756006301465	1418756013919238	43869	435.550863	325.358625	-0.910820
261	2014-12-16-18-44-24	1418756007624261	1418756015221953	42944	431.096908	334.546338	-1.105774
262	2014-12-16-18-44-24	1418756008925915	1418756016603471	41565	426.516237	343.878287	-1.281211
263	2014-12-16-18-44-24	1418756010187977	1418756018066132	42957	421.830903	353.718759	-1.352961
264	2014-12-16-18-44-24	1418756011430401	1418756019648369	43025	417.375329	363.094896	-1.471950
265	2014-12-16-18-44-24	1418756012673759	1418756021330622	44453	412.982678	372.449585	-1.517577
266	2014-12-16-18-44-24	1418756013939302	1418756023034940	45249	408.644354	381.811656	-1.632353
267	2014-12-16-18-44-24	1418756015262018	1418756024481771	47528	405.132447	389.861475	-1.696027
268	2014-12-16-18-44-24	1418756016643454	1418756025667353	47639	401.945192	397.448923	-1.751213
269	2014-12-16-18-44-24	1418756018126281	1418756026712302	45505	398.569324	405.325061	-1.880696
270	2014-12-16-18-44-24	1418756019708338	1418756027716828	43418	395.231601	413.463564	-1.894126
271	2014-12-16-18-44-24	1418756021390797	1418756028742017	41532	391.382572	422.750031	-1.963397
272	2014-12-16-18-44-24	1418756023095231	1418756029809841	40699	386.747834	433.860638	-2.019729
273	2014-12-16-18-44-24	1418756024521983	1418756030954247	42458	381.988217	445.021330	-1.962135
274	2014-12-16-18-44-24	1418756025707538	1418756032318715	42237	377.108968	456.068246	-1.894659
275	2014-12-16-18-44-24	1418756026752485	1418756034163501	46169	372.201303	467.302873	-1.729136
276	2014-12-16-18-44-24	1418756027756975	1418756086213953	52293	364.798204	483.958349	-1.605606
277	2014-12-16-18-44-24	1418756028782282	1418756089227814	57527	362.066692	490.239938	-1.444844
278	2014-12-16-18-44-24	1418756029850059	1418756091015721	62533	359.973045	495.046386	-1.300676
279	2014-12-16-18-44-24	1418756031014486	1418756092542385	61631	357.896215	499.561796	-1.232016
280	2014-12-16-18-44-24	1418756032378834	1418756094008324	57160	355.744774	504.624624	-1.138278
281	2014-12-16-18-44-24	1418756034283734	1418756095615458	51836	353.097212	510.785971	-1.063581
282	2014-12-16-18-44-24	1418756086495192	1418756097721854	50899	346.526305	526.546670	-0.748745
283	2014-12-16-18-44-24	1418756089288090	1418756100990134	49470	340.496928	541.141770	-0.790723
284	2014-12-16-18-44-24	1418756091076052	1418756107052284	62144	329.532689	550.925729	-1.179758
285	2014-12-16-18-44-24	1418756092582544	1418756109179249	58455	323.628700	552.743782	-1.395855
286	2014-12-16-18-44-24	1418756094028411	1418756110483638	54066	318.405488	553.686912	-1.525388
287	2014-12-16-18-44-24	1418756095655627	1418756111225602	46043	314.021123	554.233279	-1.642911
288	2014-12-16-18-44-24	1418756097801977	1418756111606221	40329	309.204094	554.181041	-1.800245
289	2014-12-16-18-44-24	1418756101090379	1418756111866767	38367	301.561814	551.789361	-2.041795
